x,y,label
7.692623,-28.459934,13
7.814346,-29.57744,13
8.494486,-29.90733,13
8.806104,-30.387302,13
8.513917,-29.454504,13
8.918417,-28.54258,13
11.127204,-31.816813,13
8.563577,-27.266308,13
-10.447782,6.941607,14
-17.922733,8.400129,14
-15.842629,9.830622,14
-17.467943,7.2853937,14
-16.280754,9.894345,14
-17.27253,7.2058344,14
-17.348518,9.9241495,14
-17.581947,7.369648,14
-16.39914,10.041978,14
-17.881672,7.3242106,14
-17.418377,11.423761,14
-18.08494,7.42457,14
-16.44861,11.902746,14
-18.463211,7.1989775,14
-16.113394,11.491157,14
-18.550884,7.335231,14
-16.311962,11.709141,14
-17.7854,13.797145,14
-18.706005,23.383814,14
-17.709019,14.309488,14
-18.613796,10.676945,14
-17.192465,16.31023,14
-18.646276,10.372732,14
-17.053701,17.14067,14
-18.388067,10.2379465,14
-16.08933,11.760632,14
-17.648737,13.589817,14
-18.192204,12.022526,14
-17.103624,16.529505,14
-18.934828,10.205558,14
36.334496,-21.391367,1
35.978275,-23.134333,1
35.976265,-23.746788,1
37.372364,-22.18156,1
36.340805,-22.262138,1
35.914806,-22.692545,1
37.02263,-22.894886,1
36.519257,-23.589846,1
35.31371,-23.692009,1
37.076283,-23.230852,1
36.83717,-24.239521,1
38.197502,-22.507925,1
36.513325,-24.026657,1
37.86299,-23.090717,1
39.06303,-22.675035,1
38.372334,-22.182447,1
37.969032,-23.98102,1
35.761173,-24.330263,1
37.66217,-24.431828,1
38.723152,-22.70763,1
36.477825,-22.494617,1
38.15122,-23.371822,1
37.09814,-22.983381,1
35.784645,-24.45964,1
37.475193,-23.851633,1
38.29263,-24.210243,1
39.04187,-23.95631,1
36.340725,-23.507965,1
37.868076,-24.156416,1
38.39576,-23.326118,1
13.834266,2.2718086,2
13.851103,0.06655405,2
12.847227,-1.381041,2
9.872808,-1.5935658,2
10.76551,-2.11688,2
11.22766,-2.360387,2
11.229672,-2.0782604,2
8.580899,-2.9176614,2
12.93115,5.2306504,2
12.758498,4.7089977,2
13.917956,1.1502215,2
13.641151,-1.9250805,2
11.730386,-1.8577399,2
10.186671,-2.3374357,2
13.091024,3.3135118,2
14.684948,-1.2897398,2
12.898995,-1.956589,2
8.56694,-2.936852,2
12.9477625,4.191583,2
14.108877,0.64024204,2
10.25335,-2.009597,2
12.820819,4.1297355,2
13.84149,0.08923403,2
12.397063,-1.5379632,2
8.642026,-3.0940015,2
12.1291685,3.4465702,2
13.643039,1.3804638,2
12.942229,-2.2396038,2
9.244188,-1.3425394,2
12.882516,4.8558884,2
-10.569027,7.0867224,3
-17.023056,19.61803,3
-11.225604,26.699839,3
-17.065742,19.402176,3
-10.812399,26.51342,3
-15.458757,23.699917,3
-16.399372,19.984043,3
-12.677929,26.573061,3
-17.194315,19.33421,3
-11.004408,26.9149,3
-15.644479,23.496992,3
-17.095217,20.274487,3
-11.073234,27.328876,3
-16.10139,22.246523,3
-17.331915,19.459839,3
-11.098231,26.345972,3
-15.869188,22.99991,3
-16.606768,20.714375,3
-11.080082,26.886719,3
-14.560299,24.337915,3
-17.724508,19.683983,3
-16.403212,21.640127,3
-10.46121,26.829254,3
-17.22346,20.076002,3
-3.048302,28.627369,3
-15.561104,20.047562,3
-15.296629,21.641926,3
-11.865161,26.63476,3
-16.283363,20.215622,3
-15.431292,21.605679,3
13.645625,6.916476,4
15.14109,20.766035,4
15.253738,19.02537,4
16.431156,10.070733,4
13.844632,8.395863,4
16.408556,20.144888,4
15.211497,20.540817,4
15.823031,11.297445,4
15.228583,9.793298,4
15.302182,10.537773,4
15.747518,10.786213,4
14.46938,8.087936,4
16.87583,19.788496,4
15.278574,20.457796,4
15.914357,11.072109,4
15.960127,9.846521,4
14.946032,8.492034,4
13.547098,7.234306,4
16.40576,20.093245,4
15.274468,20.536425,4
15.1577015,9.1372595,4
13.747994,8.143888,4
13.561135,7.2435155,4
16.754507,20.043802,4
15.282609,20.630835,4
